#
# quests.txt
#
# format of each line is:
#
#   location, description, gvar_index, display_threshold, completed_threshold
#
# where:
#
#   location is the number of the message in map.msg describing the location
#
#   description is the number of the message in quest.msg with the quest description.
#
#   gvar_index is the GVAR_* number for the variable controlling the quest.
#
#   display_threshold is the minimum value that the gvar must be for this quest
#     to be displayed in the pipboy.
#
#   completed_threshold is the minimum value that the gvar must be for this quest
#     to be shown as completed in the pipboy.
#
#
# LOCATION_TITLE,  QUESTS.MSG_ENTRY_LINE,  GLOBAL_VARIABLE,  GVAR_MIN_TO_DISPLAY,  GVAR_VALUE_COMPLETED
#


###############
# Vault 13
###############

#Find the Water Chip.
#1508, 901, 9999, 1, 2

#Trick the Mutants into leaving their guard posts.
#1508, 902, 9999, 1, 2

#Disable the forcefields.
#1508, 903, 9999, 1, 2

#Kill the Lieutenant.
#1508, 904, 9999, 1, 2

#Destroy the Vats.
#1508, 905, 9999, 1, 2


###############
# The Glow
###############

#Gain entrance into the Glow.
1509, 1000, 1593, 1, 2

#Disarm traps for the facility.
1509, 1001, 1140, 1, 2

#Turn on power for the Glow.
1509, 1002, 1139, 1, 2


###############
# Boneyard
###############

#Become a Blade.
1510, 1100, 1135, 1, 2

#Deliver Locket for Romero.
1510, 1101, 1127, 1, 2

#Deliver package from the Gun Runners.
1510, 1102, 1129, 1, 2

#Find Children spy in the Followers.
1510, 1103, 1133, 1, 2

#Fix hydroponic farms in Adytum.
1510, 1104, 1138, 1, 2

#Rescue Jason Zimmerman.
1510, 1105, 1130, 1, 2

#Stop the Gangs from attacking Adytum.
1510, 1106, 1623, 1, 2

#Kill the Mother Deathclaw.
1510, 1107, 1621, 1, 2

#Convince the Gun Runners to supply to the Blades.
1510, 1108, 1629, 1, 2

#Kill the Necropolis mutant army leader for Talius.
1510, 1109, 4923, 1, 2


###############
# Cathedral / Master's Vault
###############

#Gain entry into the Master's Vault.
#1511, 1200, 9999, 1, 2

#Convince Rae to join you against the Master.
#1511, 1201, 9999, 1, 2

#Kill Morpheus.
#1511, 1202, 9999, 1, 2

#Kill the Master.
#1511, 1203, 9999, 1, 2

#Set the timer for the bomb.
#1511, 1204, 9999, 1, 2


###############
# Raiders (Jackals) - CUT CONTENT
###############


###############
# Raiders (Vipers) - CUT CONTENT
###############


###############
# Scrapheap - DEMO
###############


###############
# The Burrows - CUT CONTENT
###############


