Address ,  Label                                     
004D3E90,  ReadBand_Fmt17_
004D3F98,  ReadBand_Fmt18_
004D4068,  ReadBand_Fmt19_
004D4158,  ReadBand_Fmt20_
004D4254,  ReadBand_Fmt21_
004D4338,  ReadBand_Fmt22_
004D4434,  ReadBand_Fmt23_
004D4584,  ReadBand_Fmt24_
004D4698,  ReadBand_Fmt26_
004D47A4,  ReadBand_Fmt27_
004D4870,  ReadBand_Fmt29_
004D3DC8,  ReadBand_Fmt3_16_
004D493C,  ReadBands_
004FDF4A,  ReadConsoleInputA
004FE02E,  ReadFile
004A10FB,  Read_ObjType_Critter
004A0FF8,  Read_ObjType_Item
004A1326,  Read_ObjType_Misc
004A11A6,  Read_ObjType_Scenery
004A12CD,  Read_ObjType_Tile
004A1256,  Read_ObjType_Wall
004A0DE8,  Read_item_ammo
004A0B06,  Read_item_armor
004A0B83,  Read_item_container
004A0BAF,  Read_item_drug
004A0E5C,  Read_item_key
004A0E70,  Read_item_misc_item
004A0C9A,  Read_item_weapon
004A0F30,  Read_scenery_elevator
004A0F74,  Read_scenery_genericScenery
004A0F54,  Read_scenery_ladderBottom
004A0F64,  Read_scenery_ladderTop
004A0EE4,  Read_scenery_portal
004A0F0C,  Read_scenery_stairs
0043D2F8,  RedrwDMPrk_
0043D668,  RedrwDMTagSkl_
0043C398,  RedrwDPrks_
0043A5BC,  RegInfoAreas_
004FE10C,  ReleaseMutex
004FE184,  RemoveDirectoryA
0047B85C,  ResetLoadSave_
004A22C0,  ResetPlayer_
0043A4BC,  ResetScreen_
00480708,  RestoreLoad_
0043A8BC,  RestorePlayer_
004803D8,  RestoreSave_
00493128,  RestoreSettings_
00433BEC,  RstrBckgProc_
00480104,  SaveBackup_
0047B88C,  SaveGame_
0047DF10,  SaveHeader_
00480734,  SaveObjDudeCid_
0043A7DC,  SavePlayer_
00492CB0,  SavePrefs_
00493054,  SaveSettings_
0047D88C,  SaveSlot_
004390D0,  Save_as_ASCII_
00496DEA,  Science_and_Repair
0049A0C8,  ScreenSaver_
004B3F98,  Sequence
004FE1BA,  SetConsoleCtrlHandler
004FDF3E,  SetConsoleMode
004FE18A,  SetCurrentDirectoryA
00492F60,  SetDefaults_
004FE0C4,  SetEvent
004FE12A,  SetFilePointer
004F6090,  SetPalette_1
004F60C0,  SetPalette_2
004FE15A,  SetStdHandle
00492AA8,  SetSystemPrefs_
00437664,  SexWindow_
00490748,  ShadeScreen_
004988A0,  ShowHoloDisk_
0047E6D8,  ShowSlotList_
004DE9F4,  SignalHandler_
0043B230,  SliderBtn_
0047F990,  SlotMap2Game_
00496E85,  Sneak
00496F08,  Speech
004E3E28,  StartCtrlHandler_
00497228,  StartPipboy_
004379BC,  StatButton_
004B3C97,  Strength
00442568,  Swap2_
00442520,  Swap4_
004B3BF8,  TAS
0043B67C,  TagSkillSelect_
00499A24,  TimedRest_
004FE100,  TlsAlloc
004FE0F4,  TlsFree
004FE106,  TlsGetValue
004FE0FA,  TlsSetValue
0043BB0C,  TraitSelect_
004DE988,  UnloadDirectX_
0043C228,  UpdateLevel_
00491A68,  UpdateThing_
0049F823,  Update_Ammo
0049F7B0,  Update_Container
0049F836,  Update_Elevator
0049F799,  Update_Item
0049F852,  Update_Ladder
0049F865,  Update_Misc
0049F7DD,  Update_Misc_Item
0049F7F0,  Update_Portal
0049F803,  Update_Scenery
0049F81A,  Update_Stairs
0049F7C1,  Update_Weapon
004FE0D0,  VirtualAlloc
004FE0CA,  VirtualFree
004FE112,  WaitForSingleObject_0
004E4493,  Watcom_Copyright
004E4480,  WinMainCRTStartup_
004DE700,  WinMain_
004DE9FC,  WindowProc_
0045184E,  Wood&
0041C844,  WriteAM_Entry_
0041CAD8,  WriteAM_Header_
004FDF38,  WriteConsoleA
004FE196,  WriteFile
0043AE3C,  XltPerk_
0041CD34,  YesWriteIndex_
004EF958,  _Alphabet_2
004F0C51,  _Alphabet_3
004157B9,  _Animate
004157E4,  _AnimateAndHide
004157A0,  _AnimateAndMoveStraight
00415834,  _AnimateForever
004157CD,  _AnimateReverse
004E6A3B,  _Bin2String
004158FC,  _Call3
00415A16,  _ChangeFid
00415A85,  _CheckFalling
004E6996,  _CmpBigInt
00415898,  _DecRotation
00415B04,  _Default
00444D10,  _Dogs
004F3CE2,  _EFG_Format
004159E9,  _Flatten
0041591E,  _Fset
004F41E6,  _FtoS_
00415981,  _Funset
00415884,  _IncRotation
00415A3F,  _Light
00415A6E,  _MoveOnStairs
00415787,  _MoveStraightToTile
00415755,  _MoveToObject
0041576C,  _MoveToTile
004158DD,  _Must_Call
004158AC,  _Must_Erase
00415A97,  _Outline
00415AD9,  _Ping
00415AF9,  _PlaySfx
004E69D0,  _Rnd2Int
004FE03A,  _RtlUnwind@16
004E1269,  _Scale10V_
004E1228,  _Scale_
004F4069,  _SetMaxPrec_
00431D50,  _StatYpos
00415A28,  _TakeOut
0041584B,  _TurnTowards
004E4592,  __@DEXP
004E4588,  __@DEXP1
004EC500,  __AccessFHeap_
004EC51F,  __AccessFList_
004EC4B1,  __AccessFileH_
004EC49D,  __AccessIOB_
004EC4EF,  __AccessNHeap_
004EC524,  __AccessSemaphore_
004EC511,  __AccessTDList_
004EF379,  __AddThreadData_
004EFCAA,  __AdjustAmount_
004EC5CB,  __AllocInitThreadData_
004EFEE3,  __CBeginThread_
004EFFB7,  __CEndThread_
004F3C83,  __CHK
004D9B64,  __CHP
004EFCF7,  __CInitThread_
004F305D,  __CacheOSTZ_
004EC471,  __CloseSemaphore_
004EE337,  __CommonInit
004EFC09,  __CreateNewNHeap_
004E678D,  __DefFiniAccessH_
004E6788,  __DefInitAccessH_
004E4431,  __DoneExceptionHandler_
004EF19F,  __EnterWVIDEO_
004EFC99,  __ExpandDGROUP_
004F3E3A,  __FDFS
004EC4D3,  __FiniAccessH_
004EC8EB,  __FiniRtns
004EC833,  __FiniSema4s_
004EF44D,  __FiniThreadProcessing_
004EF424,  __FreeThreadDataList_
004EF02E,  __FromDOSDT_
004F3CC2,  __GRO
004EF8C7,  __GetNTAccessAttr_
004EF89A,  __GetNTCreateAttr_
004EF056,  __GetNTDirInfo_
004EF8F3,  __GetNTShareAttr_
004EF342,  __GetThreadData_
004F3AE3,  __HeapManager_expand_
004EAF82,  __IOMode_
004EC4CE,  __InitAccessH_
004EF0BF,  __InitFiles_
004EC71A,  __InitMultipleThread_
004EC8A0,  __InitRtns
004EFB95,  __LinkUpNewMHeap_
004EF00C,  __MakeDOSDT_
004EF9E2,  __MemAllocator
004EFA8A,  __MemFree
004EB870,  __MkTmpFile_
004E10C4,  __ModF
004EC5AB,  __MultipleThread_
004EB1D5,  __NTAddFileHandle_
004EB24E,  __NTAddSpecificFileHandle_
004EC656,  __NTAddThread_
004EB190,  __NTAtMaxFiles_
004EB17A,  __NTConsoleInput_
004EB185,  __NTConsoleOutput_
004EF091,  __NTFindNextFileWithAttr_
004EB34D,  __NTGetFakeHandle_
004EB316,  __NTInitFileHandles_
004E6792,  __NTInit_
004E68B9,  __NTMainInit_
004EB0E5,  __NTRealKey_
004EB2EA,  __NTRemoveFileHandle_
004EC6A3,  __NTRemoveThread_
004EC6FA,  __NTThreadFini_
004EC60A,  __NTThreadInit_
004F4420,  __Nan_Inf_
004E43F3,  __NewExceptionHandler_
004E6787,  __NullAccessRtn_
004E4022,  __NullAccessRtn_1
004EE2F3,  __RegisterThreadDataSize_
004EFD0F,  __RegisterThreadData_
004EC507,  __ReleaseFHeap_
004EC581,  __ReleaseFList_
004EC4BE,  __ReleaseFileH_
004EC4A7,  __ReleaseIOB_
004EFDE4,  __ReleaseMiniHeap_
004EC4F6,  __ReleaseNHeap_
004EC586,  __ReleaseSemaphore_
004EC518,  __ReleaseTDList_
004EF3DA,  __RemoveThreadData_
004EFD86,  __ReturnMemToSystem_
004F3C93,  __STK
004F3CB2,  __STKOVERFLOW_
004E0D00,  __STOSB
004E0D37,  __STOSD
004EAFD7,  __SetIOMode_
004E3FF5,  __SigInit_
004E6782,  __SingleThread_
004EC6F0,  __ThreadExit_
004EB35F,  __WinMain
004E1154,  __ZBuf2LD
004E4040,  ___ExceptionFilter
00410003,  ___begtext
004EAE42,  __allocfp_
004F350F,  __brktime
004EB09B,  __chk8087_
004EAF51,  __chktty_
004F2198,  __clock_init
004EE3BF,  __close_
004F3E2B,  __cnvs2d
004F455D,  __cvt_
004EB8D5,  __doclose_
004EAC59,  __doopen_
004E68FF,  __exit_
004EC2BE,  __exit_with_msg_
004EC2F5,  __fatal_runtime_error_
004E4BD9,  __fdiv_chk
004E4717,  __fdiv_fpr
004E4BEC,  __fdiv_m32
004E4C84,  __fdiv_m32r
004E4C38,  __fdiv_m64
004E4CD0,  __fdiv_m64r
004E4BB3,  __fdivp_sti_st
004E4BC6,  __fdivrp_sti_st
004F1273,  __filbuf_
004F12A2,  __fill_buffer_
004F3C82,  __fini_387_emulator
004E664C,  __flush_
004E673B,  __flushall_
004EB610,  __fpatan_chk
004E4D1C,  __fpatan_wrap
004EBD4D,  __fprtf_
004EAEFA,  __freefp_
004EF136,  __full_io_exit_
004F11B4,  __get_doserrno_
004F11AA,  __get_errno_
004EF927,  __get_std_stream_
004F2EA4,  __getctime_
004EB864,  __hex_
004EB060,  __init_8087_
004EE2CC,  __init_80x87
004EFD08,  __initthread_
004E691E,  __ioalloc_
004E3AB0,  __iomode_
004F37AD,  __isindst_
004F3659,  __leapyear_
004F473A,  __log87_err_
004EB4A5,  __math1err_
004EB4AF,  __math2err_
004EB58A,  __math87_err_
004EF922,  __matherr
004EC102,  __mbInitOnStartup_
004F1E50,  __mbsninc_
004EC0CE,  __mbvtop_
004EFCF4,  __nmemneed_
004EC89E,  __null_FPE_rtn
004E660E,  __null_int23_exit_
004EAB88,  __open_flags_
004EBE76,  __opendir_
004F31B9,  __parse_tz_
004E44FE,  __pow87_err_
004EE42E,  __prtf_
004EAF33,  __purgefp_
004F1D3B,  __qread_
004EC3CA,  __qwrite_
004EB05C,  __rest_8087_
004EE348,  __rterrmsg_
004EB057,  __save_8087_
004F225F,  __scnf_
004F2168,  __setEFGfmt_
004E11F0,  __set_EDOM_
004E120A,  __set_EINVAL_
004E1203,  __set_ERANGE_
004E121A,  __set_doserrno_
004E11F5,  __set_errno_
004EBDE9,  __set_errno_dos_
004EBE3A,  __set_errno_nt_
004F1CFD,  __setbits_
004EC312,  __setenvp_
004EB84F,  __shutdown_stream_
004E3E8B,  __sigabort_
004E3EC9,  __sigfpe_handler_
004E65FC,  __terminate_
004E6776,  __threadid_
004F03E6,  __update_buffer_
004EB450,  __verify_pentium_fdiv_bug_
0056C9E4,  _art_name
004EFE37,  _begin_thread_helper
004EFCFA,  _beginthread_
0048FBF6,  _bglbx
0048FBFE,  _bglby
0043EA1C,  _btncnt
004FDF20,  _c_dfDIKeyboard
004FCF20,  _c_rgodfDIKeyboard$S18691
004FCE90,  _c_rgodfDIMouse$S18691
004EB004,  _control87_
00431D08,  _copyflag
0041ADE0,  _defam
0041B560,  _displayMapList
004E71B4,  _dist_code
004EE2CA,  _do_nothing_
004EC470,  _do_nothing_1
004F21E0,  _dos_getdiskfree_
004F21AF,  _dos_getdrive_
004EBDDE,  _dosret0_
004EFD01,  _endthread_
004E6627,  _exit_
004EB091,  _fpreset_
004EAD1D,  _fsopen_
004F0D9C,  _getdiskfree_
004F0D8B,  _getdrive_
004F3624,  _gmtime
00431C40,  _grph_id
0043E950,  _grph_id_2
004EFD51,  _heapenable_
004EFD72,  _heapshrink_
0043E95C,  _intotal
0043EEFC,  _keytable
004E73B4,  _length_code
004F1601,  _localtime_
0047B7C0,  _lsgrphs
004E63F2,  _makepath_
004EE390,  _matherr_
004EC133,  _mbgetcode_
004EC076,  _mbptov_
004F1E95,  _mbscat_
004F1EE6,  _mbscpy_
004EC238,  _mbsdec_
004F1F05,  _mbsdup_
004EC1F2,  _mbsinc_
004F1FA3,  _mbsnbcat_
004F1E06,  _mbsnbcnt_
004F20B4,  _mbsnbcpy_
004F1F46,  _mbsncat_
004F1DC8,  _mbsnccnt_
004F2095,  _mbsncpy_
004EC1A0,  _mbsnextc_
004F1E37,  _mbsninc_
004EC0B4,  _mbvtop_
004FC76E,  _mve_sfHiColorShowFrameChg
004FC31B,  _mve_sfShowFrameChg
004FCE8C,  _mveliba_end
00431D6C,  _ndinfoxlt
00431D3A,  _ndrvd
004F3AA9,  _nexpand_
004F3AA0,  _nmsize_
004EF946,  _no_support_loaded_
004EBED6,  _opendir_
00496FC0,  _pip_rect
00496FD0,  _pipgrphs
0043EA7C,  _retvals
0048FBD0,  _row1Ytab
0048FBDA,  _row2Ytab
0048FBE6,  _row3Ytab
004EE342,  _set_matherr_
004F150E,  _setjmp_
0048FC06,  _smlbx
004F0A25,  _splitpath_
00420B10,  _sub_420B10
00420B28,  _sub_420B28
00420B8C,  _sub_420B8C
00420BDC,  _sub_420BDC
00420C18,  _sub_420C18
004E8A44,  _tr_align
004E8DAC,  _tr_flush_block
004E75A4,  _tr_init
004E8944,  _tr_stored_block
004E903C,  _tr_tally
004BC6F0,  _word_wrap_
00431D80,  a@_
004FE1C0,  aF2_res_dll
0041026C,  abil_copy_
0041021C,  abil_delete_
004100A8,  abil_find_
00410094,  abil_free_
00410010,  abil_init_
00410154,  abil_insert_
004102B0,  abil_load_
004102EC,  abil_read_ability_data_
00410058,  abil_resize_
00410378,  abil_save_
00410130,  abil_search_
004103B8,  abil_write_ability_data_
00430104,  abortReply_
004F0F16,  access_
00411224,  action_attack_
00410568,  action_blood_
004136EC,  action_can_be_pushed_
00413970,  action_can_talk_to_
00411DB4,  action_climb_ladder_
00413494,  action_dmg_
00412CF4,  action_explode_
00412CE4,  action_explode_running_
00412134,  action_get_an_object_
00410468,  action_knockback_
004123E8,  action_loot_container_
004112B4,  action_melee_
00413790,  action_push_critter_
00411600,  action_ranged_
004124E0,  action_skill_use_
00413330,  action_talk_to_
00411F2C,  action_use_an_item_on_object_
00412114,  action_use_an_object_
00412500,  action_use_skill_in_combat_error_
0041255C,  action_use_skill_on_
004AD5C8,  addSoundData_
0042F858,  addWindow_
004616F0,  add_bar_box_
004C8D74,  add_bk_process_
004715F8,  adjust_ac_
004716E8,  adjust_fid_
004E6B60,  adler32_
0042A748,  ai_attack_
004293BC,  ai_best_weapon_
0042A670,  ai_called_shot_
00429B44,  ai_can_use_drug_
004298EC,  ai_can_use_weapon_
004280B4,  ai_cap_
0042811C,  ai_cap_from_packet_
00428480,  ai_check_drugs_
00428F4C,  ai_danger_source_
00428DB0,  ai_find_attackers_
00428AC4,  ai_find_friend_
00428C3C,  ai_find_nearest_team_
00428CF4,  ai_find_nearest_team_in_combat_
00428214,  ai_get_attack_who_value_
00428184,  ai_get_burst_value_
00428220,  ai_get_chem_use_value_
00428340,  ai_get_disposition_
00428208,  ai_get_distance_pref_value_
00428190,  ai_get_run_away_value_
004281FC,  ai_get_weapon_pref_value_
004292D4,  ai_have_ammo_
00428398,  ai_magic_hands_
0042899C,  ai_move_away_
0042A1C0,  ai_move_closer_
00429FC8,  ai_move_steps_closer_
00429DB4,  ai_pick_hit_mode_
0042B80C,  ai_print_msg_
00429D60,  ai_retrieve_object_
00428868,  ai_run_away_
00429C18,  ai_search_environ_
00429A6C,  ai_search_inven_armor_
004299A0,  ai_search_inven_weap_
00428308,  ai_set_attack_who_value_
0042822C,  ai_set_burst_value_
00428324,  ai_set_chem_use_value_
00428354,  ai_set_disposition_
004282EC,  ai_set_distance_pref_value_
00428248,  ai_set_run_away_value_
004282D0,  ai_set_weapon_pref_value_
00428B74,  ai_sort_list_distance_
00428BD0,  ai_sort_list_strength_
00428C28,  ai_sort_list_weakness_
0042A5B8,  ai_switch_weapons_
0042A7D8,  ai_try_attack_
00467734,  allocateProgram_
004A2D78,  allocateRegion_
004BB9E4,  alphaBltBufRect_
004BB7D8,  alphaBltBuf_
00429F29,  always
0041CC98,  am_pip_init_
004185EC,  anim_adj_rotation_
004179B8,  anim_animate_
00413EC8,  anim_busy_
00415E24,  anim_can_use_door_
00418660,  anim_change_fid_
